,Unnamed: 0,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime
468,469,Standard Class,41.568000000000005,2,0.2,2.5980000000000003,Corporate,West,California,Chairs                                            ,Furniture,29,Mittwoch,4,2015,6,Mittwoch,5,2015,7
469,470,First Class,155.88,6,0.0,38.97,Home Office,Central,Minnesota,Chairs                                            ,Furniture,30,Mittwoch,7,2014,1,Freitag,8,2014,2
470,471,Second Class,51.96,2,0.0,12.99,Consumer,South,Louisiana,Chairs                                            ,Furniture,29,Montag,4,2013,1,Mittwoch,5,2013,2
471,472,Standard Class,254.604,14,0.3,-18.186,Home Office,Central,Illinois,Chairs                                            ,Furniture,12,Mittwoch,10,2016,16,Sonntag,10,2016,4
472,473,First Class,127.302,7,0.3,-9.093,Home Office,Central,Texas,Chairs                                            ,Furniture,30,Samstag,3,2013,1,Montag,4,2013,2
473,474,Standard Class,187.05599999999998,9,0.2,11.690999999999999,Consumer,South,North Carolina,Chairs                                            ,Furniture,3,Sonntag,5,2015,9,Samstag,5,2015,6
474,475,Same Day,83.13600000000001,4,0.2,5.196000000000001,Home Office,West,Colorado,Chairs                                            ,Furniture,13,Sonntag,9,2015,14,Montag,9,2015,1
475,476,Standard Class,207.18400000000003,1,0.2,25.898000000000003,Consumer,West,California,Chairs                                            ,Furniture,7,Sonntag,8,2016,11,Donnerstag,8,2016,4
476,477,Second Class,1604.9,5,0.0,481.47,Consumer,East,Rhode Island,Chairs                                            ,Furniture,31,Donnerstag,10,2013,2,Samstag,11,2013,2
477,478,Standard Class,2567.84,8,0.0,770.352,Consumer,Central,Minnesota,Chairs                                            ,Furniture,31,Samstag,5,2014,4,Mittwoch,6,2014,4
478,479,Standard Class,256.784,1,0.2,32.098,Consumer,West,California,Chairs                                            ,Furniture,10,Freitag,5,2013,15,Mittwoch,5,2013,5
479,480,Same Day,2054.272,8,0.2,256.784,Home Office,West,California,Chairs                                            ,Furniture,11,Sonntag,9,2016,12,Montag,9,2016,1
480,481,Standard Class,747.558,3,0.3,-96.1146,Consumer,Central,Illinois,Chairs                                            ,Furniture,27,Sonntag,9,2015,2,Freitag,10,2015,5
481,482,Second Class,569.568,2,0.2,7.1196,Corporate,West,Washington,Chairs                                            ,Furniture,31,Mittwoch,8,2016,2,Freitag,9,2016,2
482,483,Standard Class,2563.056,8,0.1,313.2624,Consumer,East,New York,Chairs                                            ,Furniture,26,Samstag,12,2015,1,Freitag,1,2016,6
483,484,Standard Class,1067.94,3,0.0,224.2674,Consumer,South,Arkansas,Chairs                                            ,Furniture,20,Sonntag,1,2013,26,Samstag,1,2013,6
484,485,Same Day,1779.9,5,0.0,373.779,Corporate,East,Maryland,Chairs                                            ,Furniture,12,Freitag,8,2016,12,Freitag,8,2016,0
485,486,Standard Class,854.352,3,0.2,10.6794,Corporate,West,Colorado,Chairs                                            ,Furniture,19,Sonntag,7,2015,25,Samstag,7,2015,6
486,487,Standard Class,544.008,3,0.2,40.8006,Corporate,West,Colorado,Chairs                                            ,Furniture,19,Sonntag,7,2015,25,Samstag,7,2015,6
487,488,Standard Class,906.68,5,0.2,68.001,Corporate,West,Colorado,Chairs                                            ,Furniture,2,Freitag,12,2016,6,Dienstag,12,2016,4
488,489,Standard Class,408.006,2,0.1,72.5344,Corporate,East,New York,Chairs                                            ,Furniture,10,Freitag,7,2015,14,Dienstag,7,2015,4
489,490,First Class,1586.69,7,0.0,412.5394,Consumer,Central,Michigan,Chairs                                            ,Furniture,22,Donnerstag,12,2016,25,Sonntag,12,2016,3
490,491,Standard Class,680.01,3,0.0,176.8026,Consumer,Central,Wisconsin,Chairs                                            ,Furniture,9,Mittwoch,12,2015,13,Sonntag,12,2015,4
491,492,Standard Class,725.3439999999999,4,0.2,54.4008,Consumer,West,California,Chairs                                            ,Furniture,25,Montag,11,2013,29,Freitag,11,2013,4
492,493,First Class,544.008,3,0.2,40.8006,Home Office,West,California,Chairs                                            ,Furniture,21,Donnerstag,8,2014,23,Samstag,8,2014,2
493,494,Second Class,1133.35,5,0.0,294.671,Corporate,East,Connecticut,Chairs                                            ,Furniture,5,Montag,8,2013,7,Mittwoch,8,2013,2
494,495,First Class,408.006,2,0.1,72.5344,Consumer,East,New York,Chairs                                            ,Furniture,15,Sonntag,11,2015,18,Mittwoch,11,2015,3
495,496,First Class,113.37200000000001,2,0.3,-29.1528,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,14,Mittwoch,9,2016,15,Donnerstag,9,2016,1
496,497,Same Day,259.13599999999997,4,0.2,-25.9136,Home Office,West,Arizona,Chairs                                            ,Furniture,18,Donnerstag,7,2013,18,Donnerstag,7,2013,0
497,498,Standard Class,364.41,5,0.1,8.097999999999999,Consumer,East,New York,Chairs                                            ,Furniture,4,Donnerstag,12,2014,10,Mittwoch,12,2014,6
498,499,Second Class,56.68600000000001,1,0.3,-14.5764,Consumer,Central,Texas,Chairs                                            ,Furniture,21,Mittwoch,10,2015,25,Sonntag,10,2015,4
499,500,Standard Class,145.764,2,0.1,3.2392,Consumer,East,New York,Chairs                                            ,Furniture,8,Samstag,10,2016,14,Freitag,10,2016,6
500,501,Standard Class,129.56799999999998,2,0.2,-12.9568,Home Office,West,California,Chairs                                            ,Furniture,3,Mittwoch,9,2014,8,Montag,9,2014,5
501,502,Second Class,242.94,3,0.0,29.1528,Consumer,Central,Michigan,Chairs                                            ,Furniture,6,Sonntag,9,2015,8,Dienstag,9,2015,2
502,503,Standard Class,186.304,4,0.2,13.9728,Consumer,South,Florida,Chairs                                            ,Furniture,14,Samstag,12,2013,20,Freitag,12,2013,6
503,504,Standard Class,291.1,5,0.0,75.686,Corporate,East,Delaware,Chairs                                            ,Furniture,25,Samstag,10,2014,30,Donnerstag,10,2014,5
504,505,Standard Class,232.88,5,0.2,17.465999999999998,Corporate,West,California,Chairs                                            ,Furniture,16,Donnerstag,5,2013,23,Donnerstag,5,2013,7
505,506,Standard Class,279.45599999999996,6,0.2,20.9592,Corporate,West,California,Chairs                                            ,Furniture,13,Montag,5,2013,19,Sonntag,5,2013,6
506,507,Standard Class,232.88,4,0.0,60.5488,Consumer,South,Louisiana,Chairs                                            ,Furniture,24,Samstag,12,2016,28,Mittwoch,12,2016,4
507,508,Standard Class,366.786,7,0.1,65.2064,Consumer,East,New York,Chairs                                            ,Furniture,25,Montag,3,2013,1,Montag,4,2013,7
508,509,Standard Class,135.882,1,0.1,24.1568,Home Office,East,New York,Chairs                                            ,Furniture,4,Montag,11,2013,9,Samstag,11,2013,5
509,510,Same Day,362.352,3,0.2,27.1764,Corporate,West,California,Chairs                                            ,Furniture,10,Samstag,9,2016,10,Samstag,9,2016,0
510,511,Second Class,603.92,5,0.2,45.294,Consumer,West,Washington,Chairs                                            ,Furniture,8,Sonntag,12,2013,10,Dienstag,12,2013,2
511,512,Standard Class,603.92,5,0.2,45.294,Consumer,West,California,Chairs                                            ,Furniture,27,Freitag,9,2013,1,Dienstag,10,2013,4
512,513,Standard Class,271.764,2,0.1,48.3136,Consumer,East,New York,Chairs                                            ,Furniture,24,Samstag,12,2016,28,Mittwoch,12,2016,4
513,514,Second Class,1207.84,8,0.0,314.0384,Consumer,South,Kentucky,Chairs                                            ,Furniture,29,Donnerstag,12,2016,1,Sonntag,1,2017,3
514,515,Standard Class,241.56799999999998,2,0.2,18.1176,Consumer,West,California,Chairs                                            ,Furniture,26,Sonntag,7,2015,1,Samstag,8,2015,6
515,516,Standard Class,317.058,3,0.3,-18.1176,Consumer,Central,Illinois,Chairs                                            ,Furniture,20,Mittwoch,4,2016,24,Sonntag,4,2016,4
516,517,Standard Class,317.058,3,0.3,-18.1176,Consumer,Central,Texas,Chairs                                            ,Furniture,18,Donnerstag,4,2013,22,Montag,4,2013,4
517,518,First Class,241.56799999999998,2,0.2,18.1176,Home Office,West,California,Chairs                                            ,Furniture,16,Montag,12,2013,17,Dienstag,12,2013,1
518,519,Standard Class,317.058,3,0.3,-18.1176,Consumer,Central,Texas,Chairs                                            ,Furniture,1,Donnerstag,12,2016,5,Montag,12,2016,4
519,520,Standard Class,198.74400000000003,4,0.3,-14.196,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,18,Montag,7,2016,23,Samstag,7,2016,5
520,521,Standard Class,191.646,3,0.1,31.941,Home Office,East,New York,Chairs                                            ,Furniture,27,Montag,6,2016,4,Montag,7,2016,7
521,522,Standard Class,170.352,3,0.2,10.647,Corporate,South,Tennessee,Chairs                                            ,Furniture,8,Samstag,6,2013,12,Mittwoch,6,2013,4
522,523,Standard Class,347.80199999999996,7,0.3,-24.843000000000004,Corporate,East,Pennsylvania,Chairs                                            ,Furniture,29,Sonntag,11,2015,5,Samstag,12,2015,6
523,524,Standard Class,141.96,2,0.0,35.49,Home Office,South,Alabama,Chairs                                            ,Furniture,22,Donnerstag,12,2016,26,Montag,12,2016,4
524,525,First Class,99.37200000000001,2,0.3,-7.098,Consumer,East,Ohio,Chairs                                            ,Furniture,19,Samstag,9,2015,21,Montag,9,2015,2
525,526,Standard Class,127.764,2,0.1,21.294,Consumer,East,New York,Chairs                                            ,Furniture,8,Donnerstag,5,2014,15,Donnerstag,5,2014,7
526,527,First Class,63.882,1,0.1,10.647,Consumer,East,New York,Chairs                                            ,Furniture,8,Montag,7,2013,10,Mittwoch,7,2013,2
527,528,Standard Class,283.92,5,0.2,17.745,Consumer,West,California,Chairs                                            ,Furniture,27,Donnerstag,11,2014,3,Mittwoch,12,2014,6
528,529,Second Class,99.37200000000001,2,0.3,-7.098,Corporate,East,Pennsylvania,Chairs                                            ,Furniture,5,Mittwoch,3,2014,7,Freitag,3,2014,2
529,530,Standard Class,283.92,4,0.0,70.98,Consumer,South,Kentucky,Chairs                                            ,Furniture,7,Sonntag,12,2014,11,Donnerstag,12,2014,4
530,531,Second Class,681.408,12,0.2,42.588,Home Office,West,California,Chairs                                            ,Furniture,19,Donnerstag,5,2016,21,Samstag,5,2016,2
531,532,First Class,354.9,5,0.0,88.725,Consumer,East,Massachusetts,Chairs                                            ,Furniture,10,Dienstag,3,2015,13,Freitag,3,2015,3
532,533,Second Class,248.43,5,0.3,-17.745,Consumer,Central,Texas,Chairs                                            ,Furniture,2,Mittwoch,12,2015,4,Freitag,12,2015,2
533,534,Standard Class,347.80199999999996,7,0.3,-24.843000000000004,Corporate,Central,Texas,Chairs                                            ,Furniture,6,Sonntag,9,2015,12,Samstag,9,2015,6
534,535,Standard Class,683.1439999999999,4,0.3,0.0,Consumer,Central,Texas,Chairs                                            ,Furniture,7,Donnerstag,11,2013,12,Dienstag,11,2013,5
535,536,Standard Class,585.552,3,0.2,73.194,Consumer,West,Washington,Chairs                                            ,Furniture,8,Samstag,6,2013,14,Freitag,6,2013,6
536,537,Same Day,122.352,3,0.2,13.7646,Home Office,West,California,Chairs                                            ,Furniture,10,Donnerstag,10,2013,10,Donnerstag,10,2013,0
537,538,Standard Class,40.784,1,0.2,4.5882,Home Office,West,California,Chairs                                            ,Furniture,25,Montag,8,2014,30,Samstag,8,2014,5
538,539,Second Class,71.372,2,0.3,-1.0196,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,16,Samstag,7,2016,18,Montag,7,2016,2
539,540,Standard Class,122.352,3,0.2,13.7646,Consumer,West,California,Chairs                                            ,Furniture,10,Mittwoch,6,2015,15,Montag,6,2015,5
540,541,Second Class,81.568,2,0.2,9.1764,Corporate,West,California,Chairs                                            ,Furniture,16,Freitag,12,2016,21,Mittwoch,12,2016,5
541,542,Standard Class,203.92,5,0.2,22.941,Consumer,West,California,Chairs                                            ,Furniture,9,Sonntag,2,2014,16,Sonntag,2,2014,7
542,543,Second Class,122.352,3,0.2,13.7646,Corporate,West,California,Chairs                                            ,Furniture,3,Donnerstag,10,2013,8,Dienstag,10,2013,5
543,544,Standard Class,163.764,2,0.1,25.4744,Corporate,East,New York,Chairs                                            ,Furniture,20,Mittwoch,7,2016,25,Montag,7,2016,5
544,545,Standard Class,436.704,6,0.2,21.8352,Corporate,West,Washington,Chairs                                            ,Furniture,7,Donnerstag,3,2013,12,Dienstag,3,2013,5
545,546,Standard Class,98.39200000000001,1,0.2,-11.0691,Corporate,South,North Carolina,Chairs                                            ,Furniture,21,Montag,9,2015,26,Samstag,9,2015,5
546,547,First Class,196.78400000000002,2,0.2,-22.1382,Corporate,West,Washington,Chairs                                            ,Furniture,15,Sonntag,3,2015,17,Dienstag,3,2015,2
547,548,Standard Class,1106.91,9,0.0,121.7601,Corporate,Central,Michigan,Chairs                                            ,Furniture,29,Samstag,11,2014,4,Donnerstag,12,2014,5
548,549,Second Class,258.279,3,0.3,-70.1043,Consumer,Central,Illinois,Chairs                                            ,Furniture,3,Donnerstag,10,2013,8,Dienstag,10,2013,5
549,550,Standard Class,221.382,2,0.1,2.4598,Corporate,East,New York,Chairs                                            ,Furniture,5,Mittwoch,10,2016,9,Sonntag,10,2016,4
550,551,Second Class,245.98,2,0.0,27.0578,Corporate,East,New Jersey,Chairs                                            ,Furniture,13,Sonntag,10,2013,18,Freitag,10,2013,5
551,552,Standard Class,368.97,3,0.0,40.5867,Corporate,Central,Wisconsin,Chairs                                            ,Furniture,25,Freitag,3,2016,31,Donnerstag,3,2016,6
552,553,Standard Class,344.37199999999996,4,0.3,-93.4724,Home Office,East,Pennsylvania,Chairs                                            ,Furniture,20,Donnerstag,11,2014,24,Montag,11,2014,4
